"Origin","Dest","2010","2011","2012","2013","2014","five_year_avg","state_rank","growth_rate","share","lq"
283,150,303055,270239,1257426,1476302,278729,717150.2,137,-1.66,0,0.2
276,150,1750671,2970656,2839483,7740976,7252991,4510955.4,104,32.88,0.03,1.97
259,150,1109273,436982,482142,629729,395838,610792.8,141,-18.62,0,0.13
253,150,145578,2322039,1112434,1271955,1424608,1255322.8,94,57.8,0.01,1.04
246,150,205920,914010,0,99132,10000,245812.4,153,-45.39,0,0.02
266,150,341956,180994,234001,198788,40963,199340.4,153,-34.58,0,0.05
289,150,2131050,1546677,1015458,1143743,1026264,1372638.4,130,-13.6,0.01,0.51
247,150,105092,218217,686742,565885,912586,497704.4,40,54.08,0.1,7.48
288,150,0,0,114729,232255,196986,108794,90,NA,0,0.27
239,150,915724,641300,808375,613514,328249,661432.4,148,-18.55,0,0.16
272,150,0,11946038,102545,151950,5146,2441135.8,141,NA,0,0.03
265,150,244708,102062,208220,365964,315845,247359.8,117,5.24,0.01,0.42
255,150,63044,494679,522109,1943401,2310265,1066699.6,90,105.5,0.01,0.88
256,150,18325174,10702479,7481042,42980527,5622487,17022341.8,112,-21.05,0.01,0.7
273,150,1796499,4195794,2240247,1415363,1553542,2240289,124,-2.86,0,0.38
274,123,4458018,276777,527147,512994,688822,1292751.6,105,-31.17,0.02,1.59
267,123,125615,121073,773499,420578,1259242,540001.4,82,58.57,0.03,3.56
245,123,1448903,8167407,3807829,1364757,681331,3094045.4,114,-14.01,0,0.5
261,123,852456,994067,842509,1965415,3629629,1656815.2,88,33.61,0.02,2.36
269,123,76615,69966,12050,56750,1360000,315076.2,53,77.76,0.04,3.92
247,123,44177,57107,14893,177306,80207,74738,115,12.67,0.01,0.89
273,123,3426504,3146645,4818332,8116666,4237544,4749138.2,98,4.34,0.01,1.39
254,123,598441,813205,3725672,12254292,1657852,3809892.4,107,22.6,0.02,1.8
280,123,42257,1523912,816887,839121,465479,737531.2,73,61.58,0.05,5.45
264,123,36814,126630,142026,50977,133814,98052.2,83,29.45,0.01,1.4
265,123,836685,163574,2426770,1323273,2351998,1420460,77,22.96,0.04,4.25
271,123,1474204,2462224,4288919,9142627,8184313,5110457.4,89,40.89,0.03,3.42
268,123,4362410,3968911,3509616,3844021,2355019,3607995.4,136,-11.6,0.01,0.82
270,123,11605028,11855093,6861507,7314124,6840302,8895210.8,127,-10.03,0.01,0.99
241,123,399429,472993,754390,277390,1168688,614578,100,23.95,0.01,0.63
252,123,900634,304021,6236159,1544817,540015,1905129.2,129,-9.72,0,0.24
286,123,8306847,9878158,7365549,10568292,3247947,7873358.6,120,-17.12,0.02,2.14
258,123,1095930,2484339,2986828,987448,428169,1596542.8,149,-17.14,0,0.43
279,123,855427,597874,132583,436538,158255,436135.4,166,-28.64,0,0.06
263,123,160734,350552,2153351,2249450,655135,1113844.4,122,32.45,0.01,0.72
242,123,11553,41506,41044,74101,99036,53448,131,53.68,0,0.19
289,123,1049694,2616764,2777541,2351546,3026158,2364340.6,101,23.59,0.02,2.01
288,123,11160,59479,2698512,95156,88182,590497.8,101,51.2,0,0.16
262,123,67543,50113,116819,500944,333214,213726.6,122,37.6,0,0.36
112,123,2672266,2109840,1209778,1861951,1801523,1931071.6,165,-7.58,0.01,0.56
255,123,216003,383010,712551,1009988,330544,530419.2,134,8.88,0,0.17
244,123,673601,567610,1069753,750794,616375,735626.6,113,-1.76,0.01,0.95
266,123,177673,363163,706442,179097,739740,433223,92,33.01,0.01,1.18
287,123,1785211,3399225,3211303,2789187,1867539,2610493,108,0.91,0,0.24
251,123,2727685,5992091,5431318,4623556,3918229,4538575.8,126,7.51,0.01,0.87
248,123,4532381,4805888,7552250,5237766,7260642,5877785.4,132,9.88,0.01,1.37
259,123,2301496,2762122,1460879,2861094,2228204,2322759,105,-0.65,0.01,0.97
284,123,134257,48436,36656,108700,37127,73035.2,116,-22.67,0,0.19
239,123,6628302,494996,388702,668439,1065588,1849205.4,121,-30.62,0.01,0.72
243,123,13789041,13886677,12977787,15224806,10611934,13298049,127,-5.1,0.01,0.7
256,123,281949,426903,193905,153450,537152,318671.8,154,13.76,0,0.09
276,123,3986720,8232773,3857247,3109459,1648554,4166950.6,141,-16.19,0.01,0.6
272,123,16704,0,0,0,2722,3885.2,148,-30.43,0,0.02
278,123,0,15608,0,0,34625,10046.6,134,NA,0,0.19
260,123,2179791,2738148,2282418,1658225,2202076,2212131.6,107,0.2,0.01,0.75
250,123,5585,0,38032,295524,111764,90181,109,82.08,0,0.31
246,123,103508,51523,522210,42128,1133197,370513.2,74,61.39,0.02,2.51
277,123,67181,23534,67278,17955,57748,46739.2,112,-2.98,0,0.03
283,123,339358,396988,830737,380351,25788736,5547234,32,137.77,0.24,24.36
281,123,1646296,2224468,1269463,2317893,2067710,1905166,116,4.66,0.01,0.89
253,123,1031950,2043370,1975076,213392,759581,1204673.8,106,-5.94,0.01,0.75
275,123,402831,604877,897902,1187355,1396898,897972.6,94,28.24,0.01,0.81
282,123,6134095,11707807,11012286,17815776,14574478,12248888.4,132,18.9,0.01,0.58
257,123,15820,53791,73008,51306,20240,42833,157,5.05,0,0.17
281,174,157377,0,45929,849244,54858,221481.6,190,-19,0,0.24
263,174,15385,15190,27690,12598,169696,48111.8,147,61.63,0,1.86
286,174,123742,915022,59910,23967,136773,251882.8,184,2.02,0,0.9
256,174,75383,31819,805812,347760,311102,314375.2,159,32.78,0,0.52
260,174,0,3041,3723,75063,287711,73907.6,158,NA,0,0.98
252,174,147642,100990,93729,53401,70709,93294.2,174,-13.69,0,0.31
245,174,105385,12856,15082,20570,8660,32510.6,192,-39.33,0,0.06
264,174,0,4168,0,0,6152,2064,129,NA,0,0.65
244,174,63565,86534,57823,65527,210793,96848.4,147,27.09,0,3.24
283,174,8795,30582,37417,55767,14490,29410.2,186,10.5,0,0.14
270,174,111086,87495,261827,465533,732026,331593.4,175,45.81,0,1.06
274,174,0,3456,0,0,412635,83218.2,116,NA,0.01,9.54
282,174,840279,572927,478433,566789,477484,587182.4,192,-10.69,0,0.19
259,174,53723,65555,64286,33668,49677,53381.8,188,-1.55,0,0.22
265,174,80144,0,0,245196,17100,68488,158,-26.58,0,0.31
289,174,416000,278543,276312,332905,330676,326887.2,163,-4.49,0,2.2
261,174,136389,431906,294465,134702,170875,233667.4,168,4.61,0,1.11
279,174,473307,752453,558188,1247770,665360,739415.6,141,7.05,0,2.63
275,174,8610,3238,285000,39891,8623,69072.4,195,0.03,0,0.05
284,174,0,0,0,43787,37425,16242.4,115,NA,0,1.9
239,174,0,0,27787,113627,65641,41411,172,NA,0,0.45
258,174,75862,46175,60528,70940,38278,58356.6,189,-12.79,0,0.38
287,174,193943,1017090,114717,64061,150734,308109,174,-4.92,0,0.19
246,174,0,114270,291764,280401,155280,168343,116,NA,0,3.45
248,174,2560806,2838389,2011916,2662513,2896909,2594106.6,159,2.5,0.01,5.47
112,174,800671,1338995,781285,461184,938584,864143.8,178,3.23,0,2.94
243,174,760856,1258733,709003,2003965,1879879,1322487.2,173,19.83,0,1.24
257,174,0,12690,14867,9629,31603,13757.8,146,NA,0,2.64
288,174,0,7236,0,0,7893,3025.8,135,NA,0,0.15
273,174,257140,160242,14396,178003,103710,142698.2,189,-16.61,0,0.34
251,174,2097767,1568373,556463,374972,826477,1084810.4,167,-17,0,1.84
268,174,67613,194077,98863,110086,318552,157838.2,183,36.34,0,1.11
255,174,54022,177017,46583,6001,8052,58335,187,-31.66,0,0.04
276,174,141373,159915,110294,128801,71602,122397,191,-12.72,0,0.26
254,174,19282,29629,5992492,280791,229646,1310368,151,64.13,0,2.49
278,174,0,0,6772,0,3015,1957.4,162,NA,0,0.16
249,174,0,0,0,0,5033,1006.6,93,NA,0,0.36
262,174,0,35000,13493,0,15268,12752.2,171,NA,0,0.16
241,174,118642,99305,252999,21245,38416,106121.4,180,-20.19,0,0.21
271,174,80124,244374,245502,491938,463458,305079.2,166,42.05,0,1.94
253,174,22816,31663,59792,35446,13228,32589,179,-10.33,0,0.13
262,124,47500,20627,21456,61453,63582,42923.6,148,6.01,0,0.1
281,124,313455,262712,1411222,522886,502571,602569.2,151,9.9,0,0.32
257,124,36950,28916,6582,20090,173327,53173,105,36.22,0.01,2.12
263,124,147974,157568,403293,189620,1199925,419676,109,51.98,0.01,1.92
244,124,224428,41345,310554,327167,1202073,421113.4,95,39.88,0.02,2.7
269,124,17439,18342,164009,126899,18188,68975.4,128.5,0.84,0,0.08
270,124,6175053,10246664,6183900,3361501,2466826,5686788.8,150,-16.77,0,0.52
265,124,330192,1642528,2054398,1936670,1089530,1410663.6,89,26.97,0.02,2.88
239,124,0,738857,4808373,2486577,1060235,1818808.4,122,NA,0.01,1.05
275,124,440015,340475,17200,137599,194139,225885.6,140,-15.1,0,0.16
242,124,1664775,3440717,4968843,3771259,3133609,3395840.6,79,13.48,0.06,8.68
251,124,587246,7194220,2251787,691678,1909141,2526814.4,145,26.59,0,0.62
289,124,588563,3404482,391658,1675254,149960,1241983.4,172,-23.93,0,0.15
280,124,0,0,0,0,71000,14200,101,NA,0.01,1.22
255,124,274794,84642,933671,24369,42243,271943.8,169,-31.24,0,0.03
282,124,9947607,13107028,13257328,8029256,8620290,10592301.8,146,-2.82,0,0.51
248,124,2332205,2591623,2465588,1970595,5022806,2876563.4,139,16.58,0.01,1.39
266,124,3363,0,102442,36277,50538,38524,146,71.94,0,0.12
277,124,0,0,0,9489,104483,22794.4,106,NA,0,0.08
276,124,5330983,10423685,10091823,12899252,5890111,8927170.8,111,2.01,0.02,3.16
250,124,0,181690,4620,0,11789,39619.8,149,NA,0,0.05
260,124,882950,1376628,998127,855410,1066936,1036010.2,129,3.86,0,0.53
245,124,207998,709857,4022,43312,98708,212779.4,154,-13.85,0,0.11
253,124,0,677060,254310,292758,284504,301726.4,133,NA,0,0.41
243,124,5603208,3827638,4496693,5249461,7491331,5333666.2,136,5.98,0,0.73
241,124,48213,3952058,184570,638587,76452,979976,171,9.66,0,0.06
264,124,57533,1874459,1386942,5951,235986,712174.2,68,32.62,0.02,3.62
112,124,5068505,7942567,5963356,8788633,5520325,6656677.2,129,1.72,0.02,2.53
259,124,434420,441766,752784,991283,756145,675279.6,129,11.72,0,0.48
261,124,342429,412927,423776,873361,581872,526873,139,11.19,0,0.55
268,124,3339184,5139664,6002678,5317250,4548813,4869517.8,120,6.38,0.02,2.31
247,124,312619,74823,2691835,37600,66321,636639.6,122,-26.66,0.01,1.07
256,124,3350923,5106848,5422263,1246071,4713796,3967980.2,115,7.06,0.01,1.15
254,124,216542,4186154,204598,931921,4690873,2046017.6,79,84.99,0.05,7.45
283,124,167231,152786,221952,352837,258273,230615.8,138,9.08,0,0.36
287,124,85165,88864,1673528,192757,245538,457170.4,162,23.59,0,0.05
258,124,4498870,1786658,4034088,6143902,4023102,4097324,99,-2.21,0.04,5.85
279,124,120445,223901,4891798,3861508,8600515,3539633.4,86,134.83,0.03,4.98
274,124,32773,0,0,0,386560,83866.6,120,63.81,0.01,1.31
271,124,519161,790685,599648,556287,1463144,785785,138,23.03,0.01,0.9
246,124,290261,320610,30640,37660,281200,192074.2,106,-0.63,0.01,0.91
252,124,369714,814946,1959512,1568292,1968594,1336211.6,97,39.72,0.01,1.28
286,124,3091989,3011071,3594299,1659370,3790589,3029463.6,114,4.16,0.02,3.66
273,124,1207957,1157485,1273821,1368287,891160,1179742,141,-5.9,0,0.43
240,23,7982051,11271016,123994032,217048820,100005365,92060256.8,9,65.8,2.18,0.94
273,23,461643124,529829092,541605889,559910564,691958345,556989402.8,12,8.43,2.2,0.96
256,23,1797336819,2002452593,2270483905,2776825458,1552206424,2079861039.8,10,-2.89,2.52,1.09
265,23,30913261,41138611,36808260,50630709,75565252,47011218.6,14,19.57,1.33,0.58
270,23,909411851,1426680857,1205644091,1177279189,1108448508,1165492899.2,15,4.04,1.55,0.67
255,23,702089804,845550696,833835025,811512111,757646671,790126861.4,11,1.53,3.8,1.65
244,23,100494237,104911973,91867238,88076303,83876322,93845214.6,19,-3.55,1.25,0.54
271,23,326856029,346180324,351989170,343035736,388702973,351352846.4,16,3.53,1.58,0.69
285,23,14878603,46718,23561,3260,33311443,9652717,9,17.49,2.35,1.02
264,23,17637773,27226205,10878569,20149009,20775590,19333429.2,12,3.33,2.12,0.92
287,23,690971910,957096234,910156287,1253144419,1714435986,1105160967.2,15,19.93,2.11,0.92
242,23,102092744,166656097,178826605,133381053,191244982,154440296.2,6,13.38,3.52,1.53
286,23,1039439477,416877303,426769451,526153881,528374218,587522866,6,-12.66,3.39,1.47
259,23,548369662,691596481,537869101,501848205,563855586,568707807,14,0.56,2.38,1.03
279,23,155693363,185544869,215388114,279746969,376604256,242595514.2,17,19.32,1.45,0.63
275,23,325335455,407750081,364817011,359356349,335847734,358621326,11,0.64,1.89,0.82
248,23,407601375,461737421,509364770,420641171,532716701,466412287.6,33,5.5,0.98,0.42
282,23,5920806628,6522507393,6382870423,5735799850,5600690048,6032534868.4,7,-1.11,2.18,0.95
272,23,4130871,3199560,5195905,4466569,5682081,4534997.2,36,6.58,0.5,0.22
249,23,63378405,95911334,34630557,102820544,131889886,85726145.2,4,15.79,9.29,4.03
262,23,138297638,135860443,137149386,347983154,126543625,177166849.2,18,-1.76,1.32,0.57
251,23,1145731963,1516318920,1457555349,1239063843,1272155192,1326165053.4,10,2.12,2.76,1.2
241,23,661398284,584974894,493251832,432505168,487688115,531963658.6,7,-5.91,2.57,1.11
268,23,484324664,610013791,678802361,629280781,699737773,620431874,15,7.64,2.36,1.02
289,23,251636028,236079111,329845439,259146678,245583966,264458244.4,17,-0.49,1.59,0.69
269,23,32810481,26806389,19096053,23298559,26126771,25627650.6,14,-4.45,0.73,0.32
250,23,792650944,610047537,962945304,431338297,385610113,636518439,4,-13.42,10.35,4.49
277,23,799252114,523128225,180746588,360173914,475764818,467813131.8,12,-9.85,2.48,1.07
290,23,1373670,827578,4110692,957774,749231,1603789,46,-11.42,0.07,0.03
276,23,410452113,618872456,613246099,574250014,704865999,584337336.2,12,11.42,2.51,1.09
283,23,524482796,570722187,484044358,644419717,545367879,553807387.4,7,0.78,5.01,2.17
112,23,795133985,1490250281,1403061552,1320620017,1401831977,1282179562.4,4,12.01,4.26,1.85
267,23,53359443,61385469,55426349,69220103,66216985,61121669.8,17,4.41,1.82,0.79
239,23,156305596,155030344,196048048,217719821,142697410,173560243.8,21,-1.81,0.94,0.41
254,23,177912505,234475173,184409740,143342139,159925167,180012944.8,13,-2.11,1.69,0.73
257,23,25351423,82755473,47624948,34493284,25076660,43060357.6,14,-0.22,2.04,0.88
258,23,114367968,163512924,189407150,177453090,177548218,164457870,17,9.19,1.72,0.74
247,23,912402,908456,1114930,384841,746049,813335.6,46,-3.95,0.08,0.03
263,23,371795912,422740488,249709347,251678914,259548302,311094592.6,9,-6.94,2.76,1.2
243,23,4027808223,4149230537,4011482883,4162185328,4444358695,4159013133.2,11,1.99,2.86,1.24
252,23,260518378,234763151,259155081,245210010,195677548,239064833.6,20,-5.56,0.84,0.37
278,23,75929379,76903141,77370737,72446652,72291052,74988192.2,8,-0.98,3.82,1.66
266,23,115470914,115053547,94560735,78396337,86997625,98095831.6,14,-5.51,1.35,0.59
280,23,4981984,6652056,5530469,11903773,14912217,8796099.8,11,24.52,1.7,0.74
253,23,121304911,139006235,132461729,133318062,147616663,134741520,14,4,1.41,0.61
284,23,160617346,121013307,105450089,92019301,69079305,109635869.6,10,-15.53,3.4,1.47
261,23,499491500,549957826,484174352,492956167,531199550,511555879,8,1.24,3.36,1.46
274,23,120906640,169725073,229902587,225469109,232392472,195679176.2,4,13.96,5.22,2.26
246,23,86540811,158683419,121716910,105468563,142960580,123074056.6,9,10.56,3.08,1.34
245,23,688014667,315022588,481046895,538376136,338494550,472190967.2,11,-13.23,2.41,1.05
260,23,367597338,469989438,330484710,190174163,214870077,314623145.2,25,-10.18,0.71,0.31
281,23,645537972,620252250,683615270,1004227647,980894353,786905498.4,6,8.73,4.12,1.79
288,23,41612774,36937726,56106436,61556159,46913946,48625408.2,23,2.43,0.85,0.37
276,134,0,1926339,3425766,4636907,3948879,2787578.2,121,NA,0.01,0.24
282,134,0,1898533,5523988,42570445,5621998,11122992.8,152,NA,0,0.04
275,134,0,130481,197016,224481,168848,144165.2,145,NA,0,0.02
255,134,0,9657253,10923932,7147102,6643940,6874445.4,71,NA,0.03,0.57
249,134,0,12915,12455,37138,60887,24679,59,NA,0,0.07
250,134,0,17981,11745,10944,36812,15496.4,129,NA,0,0.02
274,134,0,78882,41496,39550,43629,40711.4,152,NA,0,0.02
240,134,0,1600945,2034684,169320,459303,852850.4,49,NA,0.01,0.17
278,134,0,436838,549786,707494,678897,474603,78,NA,0.04,0.62
251,134,0,1934061,5324048,3893509,4135904,3057504.4,121,NA,0.01,0.15
243,134,0,42525683,85287432,97752964,95842894,64281794.6,65,NA,0.06,1.06
261,134,0,577195,356663,512869,752135,439772.4,134,NA,0,0.08
247,134,0,0,0,8959,19672,5726.2,155,NA,0,0.04
257,134,0,38319,64625,81264,28413,42524.2,150,NA,0,0.04
268,134,0,5732279,8760500,15403592,14206225,8820519.2,95,NA,0.05,0.82
246,134,0,2992,30175,61666,95802,38127,127,NA,0,0.04
264,134,0,5200,20052,6222,7165,7727.8,126,NA,0,0.01
285,134,0,14044431,31038524,35053123,48824097,25792035,7,NA,3.44,59.25
279,134,0,1085752,1328684,1873564,1207720,1099144,129,NA,0,0.08
112,134,0,6806172,11135036,9557178,13606956,8221068.4,106,NA,0.04,0.71
248,134,0,108096179,161690424,186588804,195770349,130429151.2,48,NA,0.36,6.18
269,134,0,108962,725779,1200097,6670,408301.6,147,NA,0,0
281,134,0,442238,573488,565909,715507,459428.4,139,NA,0,0.05
254,134,0,87005,366828,431664,176722,212443.8,158,NA,0,0.03
241,134,0,295510,635346,471299,425026,365436.2,137,NA,0,0.04
272,134,0,0,0,6168,32107,7655,129,NA,0,0.05
265,134,0,669292,463737,47632,10763,238284.8,163,NA,0,0
284,134,0,2653,48705,19396,18550,17860.8,131,NA,0,0.02
280,134,0,189000,9500,0,638110,167322,65,NA,0.07,1.25
263,134,0,335004,709812,915257,1115208,615056.2,112,NA,0.01,0.2
283,134,0,107439,191252,353530,312292,192902.6,131,NA,0,0.05
267,134,0,498058,876521,376112,540188,458175.8,90,NA,0.01,0.26
259,134,0,1140603,2461343,1714520,2565610,1576415.2,100,NA,0.01,0.19
258,134,0,1764946,2950396,3375664,2923470,2202895.2,111,NA,0.03,0.49
277,134,0,16301537,35474912,37817391,35841993,25087166.6,31,NA,0.19,3.21
262,134,0,123421,411138,503842,576809,323042,107,NA,0.01,0.1
273,134,0,1155103,1662861,2617518,2011764,1489449.2,120,NA,0.01,0.11
252,134,0,326529,626762,813724,1015442,556491.4,116,NA,0,0.08
288,134,0,0,861455,0,21300,176551,123,NA,0,0.01
290,134,0,0,8415,4186,44620,11444.2,73,NA,0,0.07
245,134,0,637711,1618724,685819,1773692,943189.2,96,NA,0.01,0.22
289,134,0,1011063,638386,860019,1796321,861157.8,120,NA,0.01,0.2
266,134,0,694392,1665973,1134020,1003335,899544,84,NA,0.02,0.27
271,134,0,1051790,4127055,1938148,3388466,2101091.8,116,NA,0.01,0.24
242,134,0,222687,75481,139771,566081,200804,106,NA,0.01,0.18
287,134,0,824978,549088,452007,898429,544900.4,126,NA,0,0.02
244,134,0,472851,567048,465740,605007,422129.2,114,NA,0.01,0.16
270,134,0,149172023,273988511,286761797,288675409,199719548,28,NA,0.4,6.96
286,134,0,282240,761931,684948,608153,467454.4,163,NA,0,0.07
260,134,0,2339544,5734104,1007575,1562814,2128807.4,117,NA,0.01,0.09
253,134,0,100755,91040,128089,115607,87098.2,149,NA,0,0.02
256,134,0,608676,1499814,38492034,1058095,8331723.8,145,NA,0,0.03
239,134,0,138792,236957,987387,587533,390133.8,132,NA,0,0.07
270,48,10522068,13037679,20668488,9701160,19124761,14610831.2,101,12.69,0.03,0.8
278,48,1382257,1486872,4200663,2232549,2175988,2295665.8,54,9.5,0.12,3.46
279,48,4995058,3794236,3139323,3539534,5473955,4188421.2,98,1.85,0.02,0.63
269,48,70251,0,22273,21722,124976,47844.4,94,12.21,0,0.11
249,48,0,0,0,84589,79512,32820.2,52,NA,0.01,0.17
286,48,49784926,60390832,78650707,4929888,23172465,43385763.6,68,-14.18,0.15,4.47
275,48,4329239,2501982,6694698,5734073,4840779,4820154.2,67,2.26,0.03,0.82
267,48,1328315,1165284,2071900,4324802,27439942,7266048.6,27,83.24,0.75,22.64
283,48,1028232,723738,898898,1011952,2474776,1227519.2,79,19.2,0.02,0.68
239,48,2013621,3829380,2703914,8806782,32269874,9924714.2,46,74.17,0.21,6.38
250,48,207007,449027,108960,172530,78943,203293.4,114,-17.54,0,0.06
112,48,1040851,2821607,4194965,3686337,4276447,3204041.4,140,32.66,0.01,0.39
260,48,9073173,12691243,16053881,15773603,21008806,14920141.2,60,18.28,0.07,2.09
268,48,12580022,8721539,4188036,3456779,6668045,7122884.2,110,-11.92,0.02,0.68
257,48,56738,10809,55866,57293,3231,36787.4,175,-43.62,0,0.01
254,48,320238,8343073,164128,330597,842521,2000111.4,120,21.34,0.01,0.27
252,48,2198424,1764400,3026014,3156351,3666259,2762289.6,87,10.77,0.02,0.47
251,48,14701383,13448555,15191244,13231807,9160704,13146738.6,103,-9.03,0.02,0.6
274,48,148298,163137,14314,99138,235238,132025,124,9.67,0.01,0.16
241,48,526100,5665165,949910,6409661,882646,2886696.4,109,10.9,0,0.14
265,48,293592,931140,1438120,2366389,377649,1081378,112,5.16,0.01,0.2
287,48,1309303,2161029,2384692,1600567,2329908,1957099.8,103,12.22,0,0.09
244,48,1390983,2503215,2091647,1735167,4582449,2460692.2,68,26.93,0.07,2.06
264,48,11507,17375,22486,2851,26310,16105.8,106,17.99,0,0.08
277,48,31266,51829,23818,238168,527243,174464.8,88,75.95,0,0.08
266,48,2800410,1459907,1334018,2613671,1611475,1963896.2,74,-10.46,0.03,0.75
255,48,9591057,10678374,13071143,17126879,17946331,13682756.8,54,13.35,0.09,2.7
245,48,996045,1231641,1097118,1778872,4047626,1830260.4,78,32.37,0.03,0.87
271,48,7480647,2578730,2883873,2318749,3697085,3791816.8,110,-13.15,0.02,0.45
243,48,23286822,27952909,22240141,27789807,75304239,35314783.6,75,26.46,0.05,1.45
272,48,2574,0,852353,450000,557448,372475,77,193.17,0.05,1.46
280,48,130277,353696,182311,145680,261715,214735.8,81,14.97,0.03,0.89
273,48,10511606,12960800,18987642,11448211,12691795,13320010.8,77,3.84,0.04,1.21
263,48,1250788,6057355,7313397,9142965,10517721,6856445.2,62,53.09,0.11,3.36
262,48,113192,119610,105168,309841,282735,186109.2,124,20.09,0,0.09
282,48,9911172,15870892,12312797,8919433,11288141,11660487,141,2.64,0,0.13
288,48,6299,3008582,138614,63598,9703140,2584046.6,42,334.04,0.18,5.28
256,48,45938,283650,782848,594568,240446,389490,165,39.24,0,0.01
276,48,6190839,7738771,7274110,12455895,41527780,15037479,64,46.32,0.15,4.45
248,48,2825648,3878280,3746708,4961863,5568161,4196132,136,14.53,0.01,0.31
246,48,358342,59318,363940,183916,65863,206275.8,134,-28.74,0,0.04
258,48,3506834,4415774,15327349,42169842,9806357,15045231.2,73,22.83,0.09,2.85
284,48,126901,14636,15380,41166,209106,81437.8,76,10.5,0.01,0.31
281,48,6571361,5016975,8102988,7894733,5491479,6615507.2,90,-3.53,0.02,0.69
261,48,6317418,8579701,5561856,13954374,24414467,11765563.2,50,31.05,0.15,4.64
242,48,16124618,22468,797081,319069,900657,3632778.6,96,-43.84,0.02,0.5
289,48,3994245,7892563,8329387,5744484,6922745,6576684.8,85,11.63,0.04,1.34
253,48,5667096,12147407,14645332,13071743,9023056,10910926.8,65,9.75,0.09,2.59
259,48,4596561,7612175,3466777,3751846,2246841,4334840,104,-13.34,0.01,0.28
282,136,37209166,266756105,30323074,36409451,38541982,81847955.6,112,0.71,0.02,0.67
259,136,6480216,5840567,3842822,6134401,5876906,5634982.4,80,-1.94,0.02,1.1
263,136,7730639,7598865,5316228,4626389,3611969,5776818,84,-14.12,0.04,1.7
271,136,14655032,19290336,14772008,8094023,6851973,12732674.4,92,-14.11,0.03,1.24
280,136,127935,69744,31446,27876,54592,62318.6,104,-15.66,0.01,0.28
269,136,1471557,1251904,1177369,728503,1222507,1170368,57,-3.64,0.03,1.52
262,136,810349,344913,395436,199933,679968,486119.8,103,-3.45,0.01,0.31
258,136,1855465,1638523,1311416,2401467,1949213,1831216.8,118,0.99,0.02,0.84
288,136,20850164,15980659,11809367,16992470,21865355,17499603,31,0.96,0.4,17.6
260,136,2377971,2368909,2652382,6506311,8720891,4525292.8,77,29.68,0.03,1.28
273,136,6426850,7159677,5114594,5319031,6175634,6039157.2,93,-0.79,0.02,0.87
256,136,6747247,180311,28075264,13772076,38414290,17437837.6,79,41.6,0.06,2.77
278,136,22741,137373,153933,467998,217268,199862.6,100,57.05,0.01,0.51
252,136,1393030,2282669,615930,2033689,1140147,1493093,114,-3.93,0,0.22
287,136,4229897,2257446,2286638,2266271,1587327,2525515.8,111,-17.8,0,0.09
274,136,166366,82096,106863,0,48950,80855,148,-21.7,0,0.05
264,136,22916,40207,58966,224893,135652,96526.8,80,42.71,0.01,0.61
244,136,1414232,1095583,900336,1381429,1287268,1215769.6,93,-1.86,0.02,0.85
283,136,564399,1172080,2453794,755194,1488454,1286784.2,90,21.4,0.01,0.61
242,136,588199,862879,1465900,563607,109141,717945.2,129,-28.6,0,0.09
276,136,32580249,72173028,9754097,9682813,8660410,26570119.4,94,-23.28,0.03,1.37
239,136,20018525,133045706,54164063,649774,536411,41682895.8,134,-51.51,0,0.16
289,136,2133862,3028929,3045095,2194627,1784223,2437347.2,121,-3.52,0.01,0.51
286,136,4352031,4909255,2922364,1068416,1323813,2915175.8,141,-21.18,0.01,0.38
247,136,4950,12712,3059,0,61473,16438.8,124,65.51,0.01,0.29
254,136,189564,299340,1174088,1045558,1539023,849514.6,109,52.02,0.02,0.72
250,136,12454,10000,29354,35772,19013,21318.6,143,8.83,0,0.02
241,136,516178,1995105,564305,590216,864249,906010.6,111,10.86,0,0.2
277,136,2034770,177072,37967,88278,6789,468975.2,135,-68.04,0,0
248,136,6829456,11169024,8291068,6892713,6081710,7852794.2,134,-2.29,0.01,0.5
112,136,4171957,3706838,4205475,6083325,13873568,6408232.6,105,27.17,0.04,1.87
251,136,4940443,4757292,4268420,3555094,4757628,4455775.4,116,-0.75,0.01,0.46
275,136,4394173,2543262,3246400,2701218,2256884,3028387.4,79,-12.48,0.01,0.56
253,136,296471,399627,375776,337059,150502,311887,145,-12.68,0,0.06
270,136,6334726,9783855,5986436,7084625,5727355,6983399.4,132,-2,0.01,0.36
261,136,6357440,5123809,4461867,3445998,5674414,5012705.6,79,-2.25,0.04,1.59
279,136,57942375,2098929,930656,54466712,52143009,33516336.2,52,-2.09,0.2,8.9
267,136,270646,734711,205210,285398,487801,396753.2,92,12.5,0.01,0.59
281,136,11958679,15868743,14467738,9858334,7410257,11912750.2,85,-9.13,0.03,1.38
243,136,20219641,20345456,14962738,26404821,21096205,20605772.2,108,0.85,0.01,0.6
249,136,7511,8400,3000,20000,7150,9212.2,89,-0.98,0,0.02
265,136,621698,78352,130870,55992,524958,282374,106,-3.33,0.01,0.41
246,136,106582,38128,165969,173884,67282,110369,133,-8.79,0,0.06
284,136,225714,254927,39056,130038,8100,131567,142,-48.6,0,0.02
268,136,2992384,2627675,40403978,4223999,4794070,11008421.2,118,9.88,0.02,0.72
266,136,1430548,3778778,2858346,1913591,2663411,2528934.8,65,13.24,0.04,1.84
